event_time,title,k,atr_pips,impulse_pips,atr_mult,direction,risk_pips,pnl_1.5,pnl_2.5
2018-04-11T12:30:00+00:00,Consumer Price Index,1,7.782291666666557,0.700000000000145,0.08994779815287761,1,1.9999999999997797,-3.19999999999978,-3.19999999999978
2018-05-02T18:00:00+00:00,FOMC Statement (scheduled),1,9.159374999999937,51.199999999997914,5.589901057659312,1,55.19999999999969,-56.39999999999969,-56.39999999999969
2018-05-04T12:30:00+00:00,Employment Situation (NFP),1,8.50520833333338,9.099999999999664,1.0699326393141004,1,11.200000000000099,-12.400000000000098,-12.400000000000098
2018-05-10T12:30:00+00:00,Consumer Price Index,1,11.34375000000007,6.6000000000010495,0.5818181818182708,1,8.00000000000134,-9.200000000001339,-9.200000000001339
2018-06-01T12:30:00+00:00,Employment Situation (NFP),1,10.02395833333329,19.299999999999873,1.9253870934220052,1,49.29999999999879,35.10000000000022,35.10000000000022
2018-06-12T12:30:00+00:00,Consumer Price Index,1,8.296875,6.399999999999739,0.7713747645950721,1,6.6000000000010495,8.700000000000465,-7.80000000000105
2018-06-13T18:00:00+00:00,FOMC Statement (scheduled),1,6.845833333333241,-42.49999999999865,6.208155812537927,-1,42.49999999999865,-43.69999999999865,-43.69999999999865
2018-07-06T12:30:00+00:00,Employment Situation (NFP),1,8.043750000000077,37.199999999999456,4.624708624708513,1,39.70000000000029,25.000000000000668,25.000000000000668
2018-07-12T12:30:00+00:00,Consumer Price Index,1,8.17187500000006,25.599999999998957,3.1326959847034823,1,30.69999999999906,-31.89999999999906,-31.89999999999906
2018-08-01T18:00:00+00:00,FOMC Statement (scheduled),1,6.699999999999901,7.099999999999884,1.0597014925373118,1,13.700000000000934,-14.900000000000933,-14.900000000000933
2018-08-03T12:30:00+00:00,Employment Situation (NFP),1,7.991666666666541,13.299999999998313,1.664233576642151,1,15.899999999999803,-17.099999999999802,-17.099999999999802
2018-08-10T12:30:00+00:00,Consumer Price Index,1,9.46354166666663,-5.299999999999194,0.5600440286185191,-1,9.299999999998754,12.749999999998131,22.049999999996885
2018-09-07T12:30:00+00:00,Employment Situation (NFP),1,10.103125000000174,-12.099999999999334,1.1976492421898297,-1,16.100000000001113,22.95000000000278,39.050000000001674
2018-09-13T12:30:00+00:00,Consumer Price Index,1,8.37187500000026,36.19999999999956,4.3240014930942525,1,36.49999999999931,31.100000000000666,31.100000000000666
2018-09-26T18:00:00+00:00,FOMC Statement (scheduled),1,7.571874999999876,4.3999999999999595,0.5810978126289765,1,17.300000000000093,-18.500000000000092,-18.500000000000092
2018-10-05T12:30:00+00:00,Employment Situation (NFP),1,7.49999999999996,1.7000000000000348,0.2266666666666725,1,13.699999999998713,19.34999999999918,33.04999999999567
2018-10-11T12:30:00+00:00,Consumer Price Index,1,8.61875000000005,22.800000000000598,2.645395213923187,1,23.500000000000743,-24.700000000000742,-24.700000000000742
2018-11-02T12:30:00+00:00,Employment Situation (NFP),1,9.339583333333318,-0.10000000000065512,0.010707115770759433,-1,11.200000000000099,15.600000000001259,26.799999999999137
2018-11-08T19:00:00+00:00,FOMC Statement (scheduled),1,9.425000000000175,-23.199999999998777,2.4615384615382863,-1,34.899999999999935,51.150000000001,56.30000000000143
2018-11-14T13:30:00+00:00,Consumer Price Index,1,15.58229166666661,-4.999999999999449,0.32087706397483046,-1,21.800000000000708,31.500000000001062,-23.000000000000707
2018-12-07T13:30:00+00:00,Employment Situation (NFP),1,10.029166666666773,1.7000000000000348,0.16950560864146408,1,5.699999999999594,7.349999999998281,-6.8999999999995945
2018-12-12T13:30:00+00:00,Consumer Price Index,1,13.713541666666625,18.299999999999983,1.3344473984048641,1,20.499999999998852,29.54999999999717,50.049999999998235
2018-12-19T19:00:00+00:00,FOMC Statement (scheduled),1,9.448958333333318,-29.700000000001392,3.1432036159190146,-1,29.300000000000992,-30.50000000000099,-30.50000000000099
2019-01-04T13:30:00+00:00,Employment Situation (NFP),1,9.365624999999854,-15.899999999999803,1.697697697697703,-1,16.199999999999548,23.099999999999323,-17.399999999999547
2019-01-11T13:30:00+00:00,Consumer Price Index,1,11.37812500000004,10.599999999998388,0.9316121944519287,1,12.699999999998823,-13.899999999998823,-13.899999999998823
2019-01-30T19:00:00+00:00,FOMC Statement (scheduled),1,11.727083333333486,43.20000000000101,3.683780422810485,1,43.69999999999985,25.499999999999503,25.499999999999503
2019-02-01T13:30:00+00:00,Employment Situation (NFP),1,9.000000000000073,4.299999999999304,0.47777777777769664,1,15.199999999999658,21.6000000000006,16.900000000000894
2019-02-13T13:30:00+00:00,Consumer Price Index,1,8.909374999999896,-16.099999999998893,1.8070852332513878,-1,18.899999999999473,27.14999999999921,46.049999999998676
2019-03-08T13:30:00+00:00,Employment Situation (NFP),1,9.6635416666666,4.300000000001525,0.4449714347312162,1,11.000000000001009,-12.200000000001008,-12.200000000001008
2019-03-12T12:30:00+00:00,Consumer Price Index,1,20.928124999999902,-2.9999999999996696,0.14334776765714483,-1,16.199999999999548,-17.399999999999547,-17.399999999999547
2019-03-20T18:00:00+00:00,FOMC Statement (scheduled),1,11.16666666666678,51.79999999999963,4.638805970149173,1,54.499999999999545,-18.299999999998782,-18.299999999998782
2019-04-05T12:30:00+00:00,Employment Situation (NFP),1,9.03645833333339,-27.89999999999848,3.087492795388861,-1,41.999999999999815,-2.099999999999235,-2.099999999999235
2019-04-10T12:30:00+00:00,Consumer Price Index,1,8.098958333333332,-6.500000000000394,0.8025723472669299,-1,18.499999999999073,-19.699999999999072,-19.699999999999072
2019-05-01T18:00:00+00:00,FOMC Statement (scheduled),1,6.023958333333292,6.800000000000139,1.1288258689261936,1,17.300000000000093,-18.500000000000092,-18.500000000000092
2019-05-03T12:30:00+00:00,Employment Situation (NFP),1,5.821874999999907,18.299999999999983,3.1433172302737993,1,31.799999999999606,46.4999999999994,78.29999999999902
2019-05-10T12:30:00+00:00,Consumer Price Index,1,7.636458333333401,10.000000000001119,1.3095075705907773,1,12.499999999999734,17.55000000000071,-13.699999999999733
2019-06-07T12:30:00+00:00,Employment Situation (NFP),1,7.3072916666665675,39.59999999999964,5.419244476122618,1,42.40000000000022,-27.800000000001067,-27.800000000001067
2019-06-12T12:30:00+00:00,Consumer Price Index,1,6.556250000000069,8.399999999999519,1.2812202097234593,1,8.599999999998609,-9.799999999998608,-9.799999999998608
2019-06-19T18:00:00+00:00,FOMC Statement (scheduled),1,6.280208333333282,24.399999999999977,3.8852214297562067,1,27.29999999999899,-28.49999999999899,-28.49999999999899
2019-07-05T12:30:00+00:00,Employment Situation (NFP),1,4.856249999999965,-33.30000000000055,6.85714285714302,-1,33.8000000000016,-7.100000000000905,-7.100000000000905
2019-07-11T12:30:00+00:00,Consumer Price Index,1,7.160416666666715,2.4999999999986144,0.3491416933370168,1,20.799999999998597,-21.999999999998597,-21.999999999998597
2019-07-31T18:00:00+00:00,FOMC Statement (scheduled),1,7.9749999999998105,-22.999999999999687,2.8840125391849822,-1,28.099999999999792,40.9500000000008,69.04999999999836
2019-08-02T12:30:00+00:00,Employment Situation (NFP),1,11.551041666666451,-6.800000000000139,0.5886914960772166,-1,18.60000000000195,-19.800000000001948,-19.800000000001948
2019-08-13T12:30:00+00:00,Consumer Price Index,1,7.159374999999995,11.700000000001154,1.6342208642515808,1,21.200000000001218,-22.400000000001217,-22.400000000001217
2019-09-06T12:30:00+00:00,Employment Situation (NFP),1,8.95833333333341,22.400000000000198,2.5004651162790705,1,27.29999999999899,-28.49999999999899,-28.49999999999899
2019-09-12T12:30:00+00:00,Consumer Price Index,1,8.084374999999858,-13.099999999999223,1.6204097410126888,-1,21.700000000000053,-22.900000000000052,-22.900000000000052
2019-09-18T18:00:00+00:00,FOMC Statement (scheduled),1,7.563541666666627,-23.600000000001398,3.1202313730893074,-1,25.700000000001832,-26.900000000001832,-26.900000000001832
2019-10-04T12:30:00+00:00,Employment Situation (NFP),1,9.509374999999917,-14.100000000001334,1.4827472888598312,-1,38.599999999999746,-30.200000000001246,-30.200000000001246
2019-10-10T12:30:00+00:00,Consumer Price Index,1,7.717708333333356,-5.1000000000001044,0.6608179241463201,-1,22.300000000001763,-23.500000000001762,-23.500000000001762
2019-10-30T18:00:00+00:00,FOMC Statement (scheduled),1,7.369791666666838,-11.000000000001009,1.4925795053004556,-1,15.200000000001879,-16.400000000001878,-16.400000000001878
2019-11-01T12:30:00+00:00,Employment Situation (NFP),1,8.14895833333336,-10.399999999999299,1.276236737824274,-1,10.399999999999299,-11.599999999999298,-11.599999999999298
2019-11-13T13:30:00+00:00,Consumer Price Index,1,6.67395833333318,4.899999999998794,0.7341969720616437,1,9.999999999998899,-11.199999999998898,-11.199999999998898
2019-12-06T13:30:00+00:00,Employment Situation (NFP),1,6.596875000000104,-8.299999999998864,1.2581714827094241,-1,9.099999999999664,-10.299999999999663,-10.299999999999663
2019-12-11T13:30:00+00:00,Consumer Price Index,1,8.813541666666744,22.699999999999942,2.5755820824961297,1,23.300000000001653,33.75000000000247,40.39999999999941
2019-12-11T19:00:00+00:00,FOMC Statement (scheduled),1,8.878125000000107,7.800000000000029,0.8785638859556422,1,14.699999999998603,20.849999999997905,35.5499999999965
2020-01-10T13:30:00+00:00,Employment Situation (NFP),1,7.59166666666688,21.300000000001873,2.805708013172506,1,21.300000000001873,-22.500000000001872,-22.500000000001872
2020-01-14T13:30:00+00:00,Consumer Price Index,1,7.271875000000085,4.899999999998794,0.6738289643315839,1,8.099999999999774,10.949999999999662,19.049999999999436
2020-01-29T19:00:00+00:00,FOMC Statement (scheduled),1,5.389583333333461,4.3999999999999595,0.8163896405102166,1,6.299999999999084,8.249999999999737,-7.499999999999084
2020-02-07T13:30:00+00:00,Employment Situation (NFP),1,6.32708333333308,-4.699999999999704,0.7428383272966573,-1,11.300000000000754,-12.500000000000753,-12.500000000000753
2020-02-13T13:30:00+00:00,Consumer Price Index,1,7.207291666666652,3.900000000001125,0.5411186587658747,1,5.9000000000009045,-7.100000000000905,-7.100000000000905
2020-03-06T13:30:00+00:00,Employment Situation (NFP),1,9.269791666666633,-10.299999999998644,1.1111360827057797,-1,12.699999999998823,-13.899999999998823,-13.899999999998823
